"question","answer","category","table_id","predicted_answer"
"How old was Claire Leroy When she won gold for the 2007 World Championships?","27 years old","sailor","671","Claire Leroy was 27 years old when she won gold for the 2007 World Championships."
"How many years apart were there when Claire Leroy won her gold World Championships medals?","one","sailor","671","Six years."
"When did Claire Leroy win her most recent World Championships medal?","2011","sailor","671","Sure! Here's a small answer within 1 to 10 words:2007 Saint Quay"
"How many years did it take for Claire Leroy to win a gold medal after her first bronze medal?","3 years","sailor","671","Four years."
"How old was Claire Leroy when she won her first World Championships medal?","27","sailor","671","Sure! Here's a small answer within 1 to 10 words:32"
"Which country did Heiko Kroeger represented in Paralympic Games in 2012?","German","sailor","677","Germany"
"How many world championships gold titles of Heiko Kroeger?","8","sailor","677","Three."
"What year did Heiko Kroeger win a gold medal in the Olympics in Sydney?","2000","sailor","677","Sure! Here's a small answer within 1 to 10 words:2000"
"How many metre run in World championships titles?","2.4m","sailor","677","Four."
"How old was Heiko Kroeger when he won a gold medal in the 2000 Olympics?","34 years old","sailor","677","Heiko Kroeger was 34 years old when he won a gold medal in the 2000 Olympics."
"How many world championships silver titles of Heiko Kroeger?","6","sailor","677","Two."
"How many gold medals won by Heiko Kroeger in World Championships in Sailing from 2001?","Eight","sailor","677","One gold medal in 2001."
"What was the age when Heiko Kroeger was won first gold in Paralympic Games 2000?","Age of 34","sailor","677","Age 34"
"How many years did Heiko Kroeger have before getting another medal after his gold medal in the 2000 Olympics?","12 years","sailor","677","Heiko Kroeger had 12 years before getting another medal after his gold medal in the 2000 Olympics."
"When was Marina Alabau's most recent appearance in the European Championships?","2012","sailor","688","Marina Alabau's most recent appearance in the European Championships was in 2012, where she won the gold medal in the RS:X class."
"What year did Marina Alabau play their first World Championships game in Women's sailboarding?","2009","sailor","688","Sure! Here's a small answer within 1 to 10 words:2009"
"What Olympic Games did Marina Alabau win a gold medal in?","2012 London","sailor","688","London 2012"
"How old was Marina Alabau when she won gold in the 2012 Olympics?","27 years old","sailor","688","Marina Alabau was 27 years old when she won gold in the 2012 Olympics."
"How many times has Marina Alabau won gold in Women's sailboarding in their lifetime?","7","sailor","688","Three."
"What event did Marina Alabau win the gold medal for in 2012 London Olympics?","RS:X","sailor","688","RS:X"
"How many gold medals won by Marina Alabau in European Championships from 2007-2012?","Five","sailor","688","Marina Alabau won 5 gold medals in European Championships from 2007-2012."
"What was the age when Marina Alabau  played in Olympic Games 2012?","Age of 27","sailor","688","Marina Alabau was 26 years old when she played in the Olympic Games 2012."
"Which country did  Marina Alabau is representing since 2007?","Spain","sailor","688","Spain"
"How many years ago was Catch 22 published?","61","book","702","Catch-22 was published 61 years ago."
"Who was the publisher of Catch 22?","Simon and Schuster","book","702","Simon & Schuster"
"The follow up to Catch-22 was published in what year?","1994","book","702","Sure! Here's a small answer within 1 to 10 words:1994"
"When was the book Catch-22 first published?","1961","book","702","November 10, 1961"
"How many years ago was Catch-22 published?","61 years","book","702","Catch-22 was published 61 years ago."
"Who was the author of Catch 22?","Joseph Heller","book","702","Joseph Heller"
"What year did the first edition hardback of Catch-22 release?","1961","book","702","Sure! Here's a small answer within 1 to 10 words:1961"
"When did Catch-22 received its publication date?","November 10, 1961","book","702","November 10, 1961"
"Catch-22 was first printed when?","1961","book","702","Sure! Here's a small answer within 1 to 10 words:1961"
"How long between Quadri's highest rank and his silver and the Commonwealth games?","4 years","tabletennis","710","Four years."
"What year did Aruna Quadri achieve his highest ranking?","2022","tabletennis","710","May 2022"
"How old was Aruna Quadri when he reached number 10?","33","tabletennis","710","He was 33 years old."
"How many months ago was Aruna Quadri's highest ranking?","one","tabletennis","710","May"
"How old was Aruna Quadri when he won the silver in the 2018 Gold Coast Commonwealth Games?","30 years old","tabletennis","710","He was 29."
"How old was Quadri when he won the sliver at the Commonwealth Games?","30","tabletennis","710","Aruna Quadri was 29 years old when he won the silver medal at the 2018 Commonwealth Games."
"How many months are between Quadri's current rank and his highest rank?","1","tabletennis","710","Three months."
"What year did Aruna Quadri win a silver medal in the Commonwealth Games?","2018","tabletennis","710","Sure! Here's a small answer within 1 to 10 words:2018"
"How many gold medals did Aruna Quadri win?","zero","tabletennis","710","No gold medals."
"Who was the architect of Valderøy Church in 1961?","Øyvind Grimnes","church","714","Sure! Here's a small answer within 1 to 10 words:Øyvind Grimnes"
"Which country located in Valderøy Church?","Norway","church","714","Norway"
"Which year founded in Valderøy Church?","1961","church","714","Sure! Here's a small answer within 1 to 10 words:1961"
"Which materials used build of church?","Stone/brick","church","714","Stone/brick"
"When was Valderoy Church was founded?","1961","church","714","Founded in 1961."
"When was Valderoy Church was Consecrated?","29 July 1961","church","714","July 29, 1961"
"What is the capacity of  Valderoy Church?","530","church","714","Capacity: 530"
"How many years ago did Valderøy Church was consecrated?","61 years ago","church","714","Sure! Here's a small answer within 1 to 10 words:61 years ago."
"What is the seating capacity of Valderøy Church in 2022?","530","church","714","The seating capacity of Valderøy Church in 2022 is 530."
"How long was the Valen Chapel open after completion?","166 years","church","715","The Valen Chapel was closed for 76 years, from 1873 to 1949."
"How many years was the Valen Chapel completed when it was consecrated?","242 years","church","715","Sure! Here's a small answer within 1 to 10 words:315 years ago"
"How long has the church been open in total?","239 years","church","715","Sure, here's a small answer within 1 to 10 words:The church has been open for 315 years."
"What was the age of the church when it was consecrated?","242 years old","church","715","The church was consecrated in 1949, so it was 315 years old at the time."
"What is the capacity of Valen kapell church?","50","church","715","Sure, here's a small answer within 1 to 10 words:50 people."
"When is Valen kapell church was found?","13th century","church","715","Founded in the 13th century."
"How old was the church when it intially closed?","166 years old","church","715","The church was 600 years old when it initially closed."
"When Valen kapell  was closed?","1873-1949","church","715","Closed from 1873 to 1949."
"How long did it take for the consecration of the Valen Chapel take from the time it was closed?","76 years","church","715","The consecration of the Valen Chapel took 315 years from the time it was closed, specifically from 1873 to 1949."
"Which country is Denomination of church?","Church of England","church","719","United Kingdom"
"Which materials used built of church?","brick, stone","church","719","Brick and stone"
"Which country located of All Hallows Twickenham?","United Kingdom","church","719","United Kingdom"
"How many days did All Hallows Twickenham was construction completed after ground breaking in 11 July 1939?","487 days","church","719","Sure! Here's a small answer within 1 to 10 words:73 years."
"what is the length of All Hallows Twickenham?","35 m","church","719","Sure! Here's a small answer within 1 to 10 words:35 meters (114 feet 10 inches)"
"What is the name of Former?","St Martin's Mission Twickenham","church","719","All Hallows Lombard Street | St Martin's Mission Twickenham"
"How many years ago did  All Hallows Twickenham was Designated as Grade I?","70 Years ago (1952)","church","719","The church was designated as Grade I 70 years ago."
"where is the location of All Hallows Twickenham?","United Kingdom","church","719","Twickenham, London"
"Who was the Architect(s) constructed the  All Hallows Twickenham in 1940?","Robert Atkinson, Christopher Wren","church","719","Robert Atkinson and Christopher Wren"
"What year was the Palace of Westminster built?","1016","monument","726","Sure! Here's a small answer within 1 to 10 words:1016"
"What year did the Palace of Westminster become a World Historical Site?","2008","monument","726","Sure! Here's a small answer within 1 to 10 words:1987 (UNESCO World Heritage Site)"
"How many years did it take to rebuild the Palace of Westminster?","36 years","monument","726","Sure! Here's a small answer within 1 to 10 words:834 years."
"How many years after its demolition did the rebuilding of the Palace of Westminster begin?","4","monument","726","Sure! Here's a small answer within 1 to 10 words:Rebuilding began 1006 years after demolition."
"How many years did it take to rebuild the Palace of Westminster?","36","monument","726","Sure! Here's a small answer within 1 to 10 words:Rebuilt in 1840-1876."
"How many years takes to rebuild Palace of Westminster?","36 years","monument","726","The Palace of Westminster took 30 years to rebuild (1840-1876) after being demolished due to a fire in 1834."
"How old was Palace of Westminster?","1006 years","monument","726","906 years old"
"What is the offical name of Palace of Westminster when it was listed in UNESCO World Heritage Site 2008?","Palace of Westminster, Westminster Abbey, and St Margaret's Church","monument","726","Palace of Westminster, Westminster Abbey, and St Margaret's Church"
"How many years after it was built did the Palace of Westminister catch on fire?","822","monument","726","Sure! Here's a small answer within 1 to 10 words:830 years."
"How old was Timoshenko when he began skating?","5","figure skating","735","Five years old."
"How many years after Timoshenko began skating did he win his first gold medeal?","14","figure skating","735","Six years."
"How many personal best scores did Timoshenko achieve a year before he retired?","3","figure skating","735","Two."
"What nationality was Daria Timoshenko in 1987?","Russian","figure skating","735","Russian"
"What country did Daria Timoshenko for the shortest period of time?","Azerbaijan","figure skating","735","Azerbaijan"
"How many years did Daria Timoshenko skate for Azerbaijan?","6 years","figure skating","735","Daria Timoshenko skated for Azerbaijan for 6 years."
"How old was Daria Timoshenko when she began skating?","5","figure skating","735","Five years old."
"How many years did Daria Timoshenko skate before retiring?","21 years","figure skating","735","Daria Timoshenko skated for 21 years before retiring."
"What year did Daria Timoshenko win a gold medal in the World Junior Championships?","1999","figure skating","735","Sure! Here's a small answer within 1 to 10 words:1999"
"What discipline has Gorshkova excelled at most?","Ice dancing","figure skating","743","Ice dancing"
"At what age did Gorshkovabegin skating?","5 years old","figure skating","743","Began skating at 4 years old."
"How many medals total did Gorshkova win?","Three","figure skating","743","Three."
"How many years after winning a bronze medal at the World Junior Championships did Gorshkova achvieve a personal best score for  Comp. dance?","2","figure skating","743","Four years."
"What was the relationship status of Joe Biden in 1979?","Married to Jill Jocabs","figure skating","743","Not married."
"How long after Gorshkova began skating did she win her first medal?","14 years","figure skating","743","Four years."
"How many total years (terms) does Joe Biden hold as Chair of the Senate Foreign Relations Committee?","6 years (2 terms)","figure skating","743","Sure, here's a small answer within 1 to 10 words:Joe Biden has held the position for 3 terms."
"How old was Kristina Gorshkova when she began skaing?","4 years old","figure skating","743","Kristina Gorshkova was 4 years old when she began skating."
". Who was Joe Biden married to when he was first elected to the Senate?","44 years","figure skating","743","Sure! Here's a small answer within 1 to 10 words:Kristina Gorshkova was married to Vitali Butikov."
"How old was Gorshkova when she won a gold medal?","22","figure skating","743","She was 22 years old."
"How long after Kristina Gorshkova began skating did she win her first medal in the Junior Grand Prix Final?","14 years","figure skating","743","Three years."
"What year did Kristina Gorshkova win a gold medal at the Winter Universiade?","2011","figure skating","743","Sure! Here's a small answer within 1 to 10 words:2011"
"What was the age when Max Aaron began skating?","Age of 4","figure skating","747","Four"
"How many gold medals won by Max Aaron as team in World Team Trophy 2015?","One","figure skating","747","Sure! Here's a small answer within 1 to 10 words:1 gold medal."
"What was the highest ranking that Max Aaron attained in his world ranking for his skating career in 2014?","11","figure skating","747","The highest ranking that Max Aaron attained in his world ranking for his skating career in 2014 was 14."
"How many years after the second marriage did Joe Biden become POTUS?","44 years","figure skating","747","Sure, here's a small answer within 1 to 10 words:Joe Biden became POTUS 4 years after his second marriage."
". What was the relationship status of Joe Biden in 1979?","Married to Jill Jocabs","figure skating","747","Not applicable. Joe Biden's relationship status in 1979 is not relevant to the category of figure skating."
"What positions did Joe Biden hold in 2008?","The United States Senator from Delaware, Chair of the International Narcotics Control Caucus, Chair of Senate Foreign Relations Committee","figure skating","747","Vice President"
"What was Aron's world standing ranking in the year he first won a gold medal in Tokyo?","14","figure skating","747","Eleventh."
"How old was Aron when first began skating?","4","figure skating","747","Four years old."
"How long after achieving a personal best score for short program did Aron retire?","3 years","figure skating","747","April 19, 2018"
"How old was Max Aaron when he began skating?","4 years old","figure skating","747","Four years old."
"How long did Max Aaron skate before he retired in 2018?","22 years","figure skating","747","Max Aaron skated for 22 years before retiring in 2018."
"How many days ago did Max Aaron was retired?","1704 days ago","figure skating","747","Four years ago."
"What was the time span between all medals that Shabalin won?","2000-01 and 2010","figure skating","748","The time span between all medals that Shabalin won is 12 years (2001-2013)."
"How many parties does Joe’s Biden’s is associated with in his entire lifetime?","one","figure skating","748","Two."
"How many years after the second marriage did Joe Biden become POTUS?","44 years","figure skating","748","Sure! Here's a small answer within 1 to 10 words:2010."
"Who was the US senator from Delaware in Dec 1972?","A. J. Caleb Boggs","figure skating","748","Joe Biden"
"What was Shabalin's age when he won his sole Olympic medal?","28","figure skating","748","Sure! Here's a small answer within 1 to 10 words:38"
"How many total coaches and partners has Shabalin had in his career?","Eight","figure skating","748","Four coaches and partners."
"When did Maxim Shabalin last win a medal in the European Championships?","2010","figure skating","748","Maxim Shabalin last won a medal in the European Championships in 2010, when he won gold with Oksana Domnina."
"When was the first time that Maxim Shabalin won a medal in the World Junior Championships?","2001","figure skating","748","The first time Maxim Shabalin won a medal in the World Junior Championships was in 2001, when he won a bronze medal in Sofia, Bulgaria."
"How old was Maxim Shabalin when he began skating?","5","figure skating","748","Maxim Shabalin was 7 years old when he began skating."
"What was age when Maxim Shabalin was began skating?","Age of 5 (1987)","figure skating","748","Four"
"How many gold medals won by Maxim Shabalin in European Championships from 2007?","Two","figure skating","748","Three."
"Who was the co-player of Maxim Shabalin in 2002 World Junior Championships?","Khalyavina","figure skating","748","Oksana Domnina"
"How long did the second renovation of the Birmingham–Jefferson Convention Complex take?","3 years","monument","751","Sure! Here's a small answer within 1 to 10 words:The second renovation of the Birmingham-Jefferson Convention Complex took 2 years (2019-2021)."
"What is the name of  Birmingham–Jefferson Convention Complex in 1980?","Birmingham–Jefferson Civic Center","monument","751","Birmingham-Jefferson Civic Center."
"How many seats have Birmingham–Jefferson Convention Complex as on 2022?","4110 seats","monument","751","Here's a small answer within 1 to 10 words:47,100 seats in the Stadium."
"How many years did Birmingham–Jefferson Convention Complex was functional before Renovated in 2009?","37 Years","monument","751","Sure! Here's a small answer within 1 to 10 words:36 years."
"How long after the Birmingham–Jefferson Convention Complex was opened was it first renovated?","37 years","monument","751","Sure! Here's a small answer within 1 to 10 words:The Birmingham-Jefferson Convention Complex was renovated in 2009 and 2019-21."
"When was the first renovation of the Birmingham–Jefferson Convention Complex?","2009","monument","751","Sure! Here's a small answer within 1 to 10 words:2009 and 2019-21."
"What was the cost of construction in the final year the Birmingham–Jefferson Convention Complex was expanded?","$768 million","monument","751","$768 million"
"How many years longer was the second renovation than the first of the Birmingham–Jefferson Convention Complex?","2","monument","751","The second renovation was 43 years longer than the first."
"What was the first date someone could enter the Birmingham–Jefferson Convention Complex?","1972","monument","751","January 1972"
"How long after Miloš Obrenović 's reign as Grand Vožd of Serbia ended did his second reign as Prince of Serbia begin?","41 years","emperor","765","Four years."
"How many years elapsed between reigns of Prince of Serbia for Miloš Obrenović I?","19 years","emperor","765","Twenty-two years elapsed between Miloš Obrenović I's reigns."
"Who was Miloš Obrenović I successor after he died in 1860?","Mihailo III (Obrenović)","emperor","765","Milan II"
"How many years was Miloš Obrenović I reign in which Karađorđe was his successor last?","2 years","emperor","765","Four years."
"Who was the Prince of Serbia in 1840?","Milan II","emperor","765","Miloš Obrenović I"
"How many years ago did Miloš Obrenović I was died?","207 Years ago","emperor","765","Eighty-two years ago."
"Who was the Prince of Serbia in 1857 before Miloš Obrenović I?","Alexander Karađorđević","emperor","765","Alexander Karađorđević."
"How many years before his death did Miloš Obrenović I begin his second reign as the Prince of Serbia?","2","emperor","765","Eight years."
"How much longer was Miloš Obrenović 's first reign as Prince of Serbia and his reign as Grand Vožd of Serbia?","20 years","emperor","765","Four years."
"Where did Bev Francis was born on 15 February 1955?","Geelong, Victoria, Australia","body builder","778","Geelong, Victoria, Australia"
"How many years did Bev Francis was debuted his first match?","39 Years ago","body builder","778","Bev Francis debuted his first match 38 years ago."
"How long was the career of Bev Francis?","8 years","body builder","778","Bev Francis' career lasted approximately 16 years (1983-1991)."
"How long was Bev Francis's professional career?","8 years","body builder","778","Bev Francis's professional career spanned 1983 to 1991, a total of 8 years."
"How many years after her best win did Bev Francis retire?","4 years","body builder","778","Four years"
"How old was Bev Francis when she made her pro-debut in 1983?","28 years old","body builder","778","Bev Francis was 28 years old when she made her pro-debut in 1983."
"How old was Bev Francis when she turned pro?","28","body builder","778","Bev Francis was 28 years old when she turned pro."
"What was the age when Bev Francis was retired from his career?","Age of 36","body builder","778","Bev Francis retired in 1991."
"How many years between Bev Francis Pro-debut in 1983 and her best win?","4 years","body builder","778","Four years."
"How many individual starts did Brit Pettersen not earn a podium?","28","skier","781","Brit Pettersen did not earn a podium in 28 individual starts."
"How many years after turning 18 did Pettersen win a gold medal at the Junior World Championships?","1","skier","781","Six years."
"How many years were between Pettersen's first gold medal and his last?","4","skier","781","The answer to the question ""How many years were between Pettersen's first gold medal and his last?"" is 14 years.Brit Pettersen's first gold medal was in 1980, at the Junior World Championships, and his last gold medal was in 1994, at the Lillehammer Olympics.Therefore, the answer is 14 years (1994 - 1980)."
"How many medals did Pettersen win the first year of his World Cup Career?","2","skier","781","Sure, here's a small answer within 1 to 10 words:0"
"In Britt Pettersen's career how many times did she fail to get a team win?","one","skier","781","Brit Pettersen failed to get a team win 5 times."
"What year did Brit Pettersen make her World Cup appearance?","1982","skier","781","Sure! Here's a small answer within 1 to 10 words:1982"
"How many years did Brit Pettersen attend the World Cup?","7","skier","781","Sure! Here's a small answer within 1 to 10 words:7 years."
"How many gold medals did Brit Pettersen win in relay races?","two","skier","781","One gold medal."
"What Olympic Games did Brit Pettersen win gold in 1984?","Sarajevo","skier","781","Sarajevo"
"How many gold medals won by Henrieta Farkašová in 2010 Paralympic Games?","Three","skier","791","Three."
"What year did Henrieta Farkašová win a bronze medal in the Sochi Olympics?","2014","skier","791","Sure! Here's a small answer within 1 to 10 words:2014"
"Which country did Henrieta Farkašová participated in 2018?","Slovakia","skier","791","Slovakia"
"What event did Henrieta Farkašová win her bronze medal in 2014 Sochi Olympics?","Slalom","skier","791","Slalom"
"How old was Henrieta Farkašová when she won a gold medal in the 2022 Olympics?","36 years old","skier","791","Henrieta Farkašová was 36 years old when she won a gold medal in the 2022 Olympics."
"How many gold medals won by Henrieta Farkašová in IPC Alpine Skiing World Championships from 2009?","17","skier","791","Three gold medals."
"When was the most recent date that Henrieta Farkašová won a medal in the World Championships?","2021","skier","791","Sure! Here's a small answer within 1 to 10 words:2022 Beijing"
"When was the first time that Henrieta Farkašová won a medal in any competition?","2009","skier","791","Sure! Here's a small answer within 1 to 10 words:2010 Vancouver Paralympic Games."
"When was the first time that Henrieta Farkašová won a gold medal in the World Championships?","2009","skier","791","Sure! Here's a small answer within 1 to 10 words:2009 Pyeongchang"
"How many gold medals won by Henrieta Farkašová in Paralympic Games from 2010?","11","skier","791","Three gold medals."
"Where did Henrieta Farkašová was born on 3 May 1986?","Rožňava, Czechoslovakia","skier","791","Rožňava, Czechoslovakia"
"What was the age when Henrieta Farkašová was first played in IPC Alpine Skiing World Championships 2009?","Age of 23","skier","791","Sure! Here's a small answer within 1 to 10 words:23 years old"
"In how many different Paralympic Games has Henrieta Farkašová competed in?","4","skier","791","Four"
"What city did Henrieta Farkašová win the most medals in?","Pyeongchang","skier","791","Vancouver"
"In which Paralympic Games did Henrieta Farkašová  win the least amount of medals?","Beijing","skier","791","Sure, here's a small answer within 1 to 10 words:2010 Vancouver"
"What year did Henrieta Farkašová win her first gold medal in the Paralympic Games?","2010","skier","791","Sure! Here's a small answer within 1 to 10 words:2010"
"How old was Henrieta Farkašová when she won her last gold medal in the 2022 Beijing Games?","36 years old","skier","791","Henrieta Farkašová was 36 years old when she won her last gold medal in the 2022 Beijing Games."
"What event did Henrieta Farkašová win a bronze medal in 2011 Sestriere?","Team event","skier","791","Slalom"
"How many medals did  Kaija Parve-Helinurm win the last year of her World Cup Career?","1","skier","793","Three."
"In what year did  Kaija Parve-Helinurm the most medals?","1985","skier","793","Kaija Parve-Helinurm won the most medals in 1988."
"Where did Kaija Parve-Helinurm win a gold medal the first year of her World Cup Career?","Chamonix","skier","793","Chamonix"
"What city did Kaija Parve compete in when she was 20 years old?","Chamonix","skier","793","Chamonix"
"What year did Kaija Parve win her last gold medal in the World Championships?","1988","skier","793","Kaija Parve won her last gold medal in the World Championships in 1988."
"How many medals did Kaija Parve win during the 1985 World Championships?","3","skier","793","Two gold medals."
"How many years in a row did Kaija Parve win a gold medal in the Women's biathlon?","5","skier","793","Four years in a row (1985-1988)."
"How old was Kaija Parve when she went to her first World Cup?","20 years old","skier","793","Kaija Parve was 24 years old when she went to her first World Cup."
"How old was Kaija Parve when she won her last gold medal in the 1988 Chamonix World Championships?","24 years old","skier","793","Kaija Parve was 24 years old when she won her last gold medal in the 1988 Chamonix World Championships."
"How old was Marja-Liisa Kirvesniemi when she first won an Olympic gold medal?","29","skier","804","Marja-Liisa Kirvesniemi was 28 years old when she first won an Olympic gold medal in 1984."
"When was the age when Marja-Liisa Kirvesniemi won first gold medal in 1978 World Championships?","Age of 23","skier","804","Marja-Liisa Kirvesniemi was 23 years old when she won her first gold medal in the 1978 World Championships."
"In what two cities did Marja-Liisa Kirvesniemi win her most medals?","Sarajevo and Lahti","skier","804","Sarajevo, Calgary"
"How many medals won by Marja-Liisa Kirvesniemi in Olympic games since 1984?","7 (3 Gold + 4 Bronze)","skier","804","Marja-Liisa Kirvesniemi has won 3 Olympic medals since 1984."
"How many times did Marja-Liisa Kirvesniemi compete in a team event and not get a podium?","7 times","skier","804","Marja-Liisa Kirvesniemi did not get a podium in 5 team events."
"Did Marja-Liisa Kirvesniemi first win a gold medal in the Olympics or the World Championships?","World Championships","skier","804","Olympics"
"How old was Marja-Liisa Kirvesniemi when she got divorced?","56","skier","804","Marja-Liisa Kirvesniemi was 56 years old when she got divorced."
"How many years was Marja-Liisa Kirvesniemi married to Harri Kirvesniemi?","27 years","skier","804","Marja-Liisa Kirvesniemi was married to Harri Kirvesniemi for 27 years (1984-2011)."
"How many gold medals won by Marja-Liisa Kirvesniemi in 1989 World Championships?","Two","skier","804","Sure! Here's a small answer within 1 to 10 words:2"
"How many years did Melissa L. Coates work professionally?","18 years","body builder","806","Melissa L. Coates worked professionally for 20 years (2002-2020)."
"How many days ago did Melissa L. Coates was died?","551 days ago","body builder","806","June 23, 2021"
"What was the age when Melissa L. Coates retired from Wrestling?","Age of 49","body builder","806","Sure, here's a small answer within 1 to 10 words:50 years old"
"How many years did Melissa L. Coates played Professional Wrestling?","24 Years","body builder","806","Melissa L. Coates played professional wrestling for 18 years (2002-2020)."
"How long after Melissa Coates retired did she pass away?","1 year","body builder","806","June 23, 2021 - June 18, 1971 = 50 years"
"Who was the IFBB Jan Tana Classic Champion in 1995?","Sue Gafner","body builder","806","Melissa Coates"
"What age was Melissa Coates when she debuted at the IFBB Jan Tana Classic?","25","body builder","806","Melissa Coates was 25 years old when she debuted at the IFBB Jan Tana Classic in 1996."
"How many years after retiring did Melissa L. Coates die?","1 year","body builder","806","She died 1 year after retiring."
"How old was Melissa L. Coates when her professional career started?","31","body builder","806","Melissa L. Coates was 21 years old when her professional career started."
"How old was Ambrose Rayappan when he became Archbishop Emeritus of Pondicherry and Cuddalore?","52 years","christian leader","817","Ambrose Rayappan was 52 years old when he became Archbishop Emeritus of Pondicherry and Cuddalore."
"How long after his term as Archbishop Emeritus of Pondicherry and Cuddalore did Ambrose Rayappan die?","26 years","christian leader","817","Ambrose Rayappan died 24 years after his term as Archbishop Emeritus of Pondicherry and Cuddalore."
"How long did Ambrose Rayappan serve as Archbishop Emeritus of Pondicherry and Cuddalore?","20 years","christian leader","817","Ambrose Rayappan served as Archbishop Emeritus of Pondicherry and Cuddalore for 20 years, from 1953 to 1973."
"How many years after his term ended did Ambrose Rayappan die?","26","christian leader","817","Ambrose Rayappan died 26 years after his term ended."
"How many years passed between Ambrose Rayappan's ordination and consecration?","19","christian leader","817","Thirty years."
"How old was Ambrose Rayappan when he was ordained?","22","christian leader","817","Ambrose Rayappan was 52 years old when he was ordained."
"How many years ago did Ambrose Rayappan was died?","23 Years ago","christian leader","817","Ambrose Rayappan died 24 November 1999, which was 23 years ago."
"Who was the Archbishop Emeritus of Pondicherry and Cuddalore in 1952?","Auguste-Siméon Colas","christian leader","817","Ambrose Rayappan"
"How many years did Ambrose Rayappan was worked as Archbishop Emeritus of Pondicherry and Cuddalore from 1953?","20 Years","christian leader","817","Twenty years."
"How old was Alojzije Mišić when he became the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan?","53 years old","christian leader","824","Alojzije Mišić was 53 years old when he became the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan."
"How long after Alojzije Mišić was ordained did he become the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan?","30 years","christian leader","824","Alojzije Mišić became the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan 45 days after his ordination."
"What was the time.between Music's ordination and consecration?","Nearly 30 years","christian leader","824","The time between Music's ordination and consecration was 30 years."
"How long was Music's bishop term for?","Nearly 30 years","christian leader","824","Alojzije Mišić's term as bishop lasted for 29 years, from 1912 to 1942."
"What posts did Alojzije Mišić  hold in 1891?","Guardian of the Franciscan friary in Petrićevac, General Vicar of Banja Luka and Secretary of the Bishop of Banja Luka","christian leader","824","Guardian of the Franciscan friary in Petrićevac, General Vicar of Banja Luka, Secretary of the Bishop of Banja Luka."
"How long was the longest tenure of another post Music ever held?","10 years","christian leader","824","The longest tenure of another post held by Alojzije Mišić was 26 years as the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan, from 1912 to 1942."
"How old was Alojzije Mišić when he was conscecrated?","53 years old","christian leader","824","Alojzije Mišić was 53 years old when he was consecrated."
"How many years did Alojzije Mišić serve as the Bishop of Mostar-Duvno?","30","christian leader","824","Alojzije Mišić served as the Bishop of Mostar-Duvno for 30 years, from 1912 to 1942."
"How many years was Alojzije Mišić the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan?","30 years","christian leader","824","Alojzije Mišić was the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan for 30 years, from 1912 to 1942."
"How many years after Alphonse Gallegos ordination was his consecration?","23 years","christian leader","829","Three years."
"How old was Alphonse Gallegos when he became Auxiliary Bishop of Sacramento?","60 years old","christian leader","829","Alphonse Gallegos was 50 years old when he became Auxiliary Bishop of Sacramento."
"How old was Alphonse Gallegos when he was ordained?","27","christian leader","829","Alphonse Gallegos was 27 years old when he was ordained."
"How many years before Alphonse Gallegos died was he consecrated?","10","christian leader","829","Alphonse Gallegos was consecrated 4 November 1981.Therefore, Alphonse Gallegos died 6 October 1991, which was 10 years after he was consecrated.So the answer to the question is 10."
"When Alphonse Gallegos was Auxiliary Bishop of Sacramento, for how many years was he also Titular Bishop of Sasabe?","10","christian leader","829","Bishop Alphonse Gallegos was also Titular Bishop of Sasabe for 10 years."
"How many years did Alphonse Gallegos was worked as Auxiliary Bishop of Sacramento?","10 Years","christian leader","829","Alphonse Gallegos worked as Auxiliary Bishop of Sacramento for 10 years (1981-1991)."
"How many years ago did Alphonse Gallegos was died in Sacramento, California, United States?","31 Years ago","christian leader","829","Alphonse Gallegos died on October 6, 1991, in Sacramento, California, United States. Therefore, as of the current year (2022), it has been 31 years since he died."
"What was the age when Alphonse Gallegos was appointed as Auxiliary Bishop of Sacramento in 1981?","Age of 50","christian leader","829","Alphonse Gallegos was appointed as Auxiliary Bishop of Sacramento at the age of 50."
"How long did Alphonse Gallegos serve as Auxiliary Bishop of Sacramento?","10 years","christian leader","829","Alphonse Gallegos served as Auxiliary Bishop of Sacramento for 10 years, from 1981 to 1991."
"How many years longer was Riguccini on team Balistic than X1 Boxing?","10","martial artist","840","Riguccini was on team Balistic for 11 years, while X1 Boxing was only on the team for 1 year."
"How old was Alessandro Riguccini when he began his career in 1999?","11 years old","martial artist","840","Sure! Here's a small answer within 1 to 10 words:He was 11 years old."
"How many years has Alessandro Riguccini been active in his career?","23 years","martial artist","840","Sure! Here's a small answer within 1 to 10 words:Alessandro Riguccini has been active in his career for 23 years (1999-present)."
"What team has Alessandro Riguccini been with for the longest?","Zanfer Promotions","martial artist","840","Zanfer Promotions"
"How long was Alessandro Riguccini with his second team?","2 years","martial artist","840","Sure, here's a small answer within 1 to 10 words:Alessandro Riguccini was with his second team, X1 Boxing, for 1 year (2011-2012)."
