question,answer,table_id,answer_type,is_temporal
How much longer did Hewitt's NBA career last than his college career?,2 years,568,TEMPORAL,True
How many years does Bill Hewitt was in active career?,6 Years (1968–1974),568,TEMPORAL,True
What was the age when Bill Hosket was received the award of NBA champion (1970)?,Age of 24,569,AGE,True
How much longer was Hosket's NBA career than his college career?,1 year,569,TEMPORAL,True
How many years did Bill Hosket play in his career?,4 years,569,TEMPORAL,True
What year did Bill Hosket win a gold medal in the Olympic Games?,1968,569,TEMPORAL,True
How many years did Bill Hosket was played for Buffalo Braves?,2 Years (1970-1972),569,TEMPORAL,True
How many years after entering the NBA draft did Hosket play for the Buffalo Braves?,2,569,COUNT,True
What was the age of Janice Lawrence Braxton When he played Olympic Games?,Age of 22,577,AGE,True
How many gold medals won by Janice Lawrence Braxton since 1983?,3 Gold Medals,577,COUNT,False
How old was Janice Lawrence Braxton when she entered the WNBA Draft?,35 years old,577,TEMPORAL,True
How old was Braxton when she won a silver medal in Rio De Janiero?,19,577,AGE,True
How many years after winning a gold medal at the Olympic Games did Braxton play for the Cleveland Rockers?,13,577,COUNT,True
What year did Janice Lawrence Braxton win a gold medal in the Olympics?,1984,577,TEMPORAL,True
What year did Marcos Leite win gold in the FIBA AmeriCup games?,1984,579,TEMPORAL,True
How many year did Marcos Leite playing career last?,22 years,579,TEMPORAL,True
How many different times did Marcos Leite play for E.C. Sírio?,3,579,COUNT,False
In what places did Marcos Leite win bronze medals?,"Philippines, Mexico City and San Juan",579,UNKNOWN,False
How many years longer was Leite's playing career than his college career?,9,579,COUNT,True
What year did Stéphane Antiga win a silver medal in 2006 Moscow?,FIVB World League,588,TEMPORAL,True
How old was Stéphane Antiga when he won the FIVB World Championship?,26 years old,588,TEMPORAL,True
How many years were between the time Antiga first played professionally and when he began coaching?,20,588,COUNT,True
How old was Antiga when he first played for Paris Volley?,22,588,AGE,True
How many national teams has Stéphane Antiga coached?,two,588,COUNT,False
What World Championship did Stéphane Antiga win gold?,2014 Poland,588,UNKNOWN,False
How old was Stéphane Antiga the year he medaled in Argentina?,26,588,AGE,True
How long after 20th Century Studios was founded was it owned by Walt Disney?,84 years,592,TEMPORAL,True
How much longer was 20th Century Studios owned by News Corporation than 21st Century Fox?,12 years,592,TEMPORAL,True
How many employees did 20th Century Studios have the year before Walt Disney became its parent company?,"2,300",592,COUNT,True
"How many employees did 20th Century Studios, Inc. have in 2018?","2,300",592,COUNT,False
"How many years has 20th Century Studios, Inc. been in existence?",87 years,592,TEMPORAL,True
"When did the most recent owner of 20th Century Studios, Inc. acquire the company?",2019,592,TEMPORAL,True
How many years has 888 Holdings PLC been in existence?,25 years,595,TEMPORAL,True
How many employees did 888 Holdings PLC report in 2022?,"1,350",595,COUNT,False
"As of the first month in 2022, how may people were employed by ATT?","203,000",597,UNKNOWN,False
For how many years was ATT known as Southwestern Bell Corporation?,12,597,COUNT,True
for how long has the current ATT logo been in use?,6 years,597,TEMPORAL,True
How long ago was AT&T Inc. founded?,39 years,597,TEMPORAL,True
How long had AT&T been known by a different name?,22 years,597,TEMPORAL,True
What was AT&T Inc. known as prior to 1995?,Southwestern Bell Corporation,597,UNKNOWN,False
What was AT&T known as when September 11th happened?,SBC Communications Inc.,597,UNKNOWN,True
Is there more or less employess at AT&T in 2022 compared to 2021?,less,597,UNKNOWN,False
"what type of industry as a Ambassadors Group, Inc.?",Educational travel,600,UNKNOWN,False
When is Ambassadors Group was founded?,"Spokane, Washington (1967)",600,UNKNOWN,True
How many dollars of Operating income?,$32.2 million,600,COUNT,False
"Which year is founded of Ambassadors Group, Inc?",1967,600,TEMPORAL,True
"Which place founded in Ambassadors Group, Inc?","Spokane, Washington",600,UNKNOWN,False
How many students were there in University of Cambridge during the year 2020?,"24,450",606,COUNT,True
"Which is greater, the age of the University of Cambridge or its amount of acres?",age,606,UNKNOWN,False
When was the University of Cambridge was established?, 1209,606,TEMPORAL,True
How many Academic staff in 2020 at University of Cambridge?,6170,606,COUNT,False
How many years ago University of Cambridge Founded?,813 years ago,606,TEMPORAL,True
When was University of Cambridge founded?,1209,606,TEMPORAL,True
What was the total students for University of Cambridge in 2020?,"24,450",606,UNKNOWN,False
What is the total of undergraduates and postgraduates	at the University of Cambridge?,"24,450",606,UNKNOWN,False
When was the University of Cambridge established?,1209 AD,606,TEMPORAL,True
How many academic affiliations does the University of Cambridge have?,seven,606,COUNT,False
How many more academic affiliations than sporting affiliations does Yale University have?,one,611,COUNT,False
How many languages are Yale University's mottos in?,two,611,COUNT,False
How many years was Yale University known as Collegiate School?,17 years,611,TEMPORAL,True
How many students studied in Yale University 2020?,12060,611,COUNT,False
How many years ago did Collegiate School was named Yale College?,304 years ago,611,TEMPORAL,True
What is the total of Yale University's academic staff and students?,"16,929",611,UNKNOWN,False
How many years did Yale University was named Collegiate School?,17 Years,611,TEMPORAL,True
What was the name of Yale University in 1701?,Collegiate School,611,UNKNOWN,False
How many years has Yale University been in existance?,321 years,611,TEMPORAL,True
Can more people attend basketball games or concerts at the Carrier Dome?,concerts,621,UNKNOWN,False
How many years passed between the ground breaking and the opening of the Carrier Dome?,2,621,COUNT,True
In what decade was the capacity of the Carrier Dome the greatest?,80s,621,UNKNOWN,False
How many more undergraduates than postgraduates does Jacobs University Bremen have?,898,624,COUNT,False
How many years ago this Jacobs University Bremen Established?,21 years ago,624,TEMPORAL,True
"Which is greater, the amount of Jacobs University Bremen's postgraduates	or doctoral students?",doctoral students,624,UNKNOWN,False
How many more doctoral students than post grads does Jacobs University have?,41,624,COUNT,False
How many professors does Jacobs University have?,62,624,COUNT,False
When was Jacobs university founded?,2001,624,TEMPORAL,True
How many Undergraduates and Postgraduates studied at Jacobs University Bremen in 2020?,1286,624,COUNT,False
"Which is greater, the amount of Jacobs University Bremen's professors or doctoral students?",doctoral students,624,UNKNOWN,False
How many academic staff excluded Professors are working at Jacobs University Bremen in 2020?,188,624,COUNT,False
How long did it take for NYSE to go from US$20.161 trillion volume to US$26.2 trillion marketcap?,10 years,626,TEMPORAL,True
How many years after finding NYSE was its volume US$20.161 trillion?,219 years,626,TEMPORAL,True
"After how many years of finding the NYSE, did its market cap reach $26.2 trillion?",229 years,626,TEMPORAL,True
What was the opening date of the New York Stock Exchange?,"May 17, 1792",626,TEMPORAL,True
What year was the New York Stock Exchange founded?,1792,626,TEMPORAL,True
How many years ago this New York Stock Exchange Founded?,229 years ago,626,TEMPORAL,True
In what year was the NYSE founded?,1792,626,TEMPORAL,True
How many listings does the NYSE have?,2400,626,COUNT,False
What currency does the NYSE trade in?,US dollar,626,UNKNOWN,False
Was the stadium called Tractor Stadium or Dzerzhinets Stadium for a longer period of time?,Dzerzhinets Stadium,627,UNKNOWN,False
How many years was the stadium called Tractor Stadium?,14,627,COUNT,True
What is the capacity of OSC Metalist stadium?,"41,307",627,UNKNOWN,False
How many name changes has OSC Metalist stadium had?,3,627,COUNT,False
When did OSC Metalist Stadium first open?,1926,627,TEMPORAL,True
How long after breaking ground did OSC Metalist open?,1 year,627,TEMPORAL,True
How many years after opening was OSC Metalist renovated?,83 years,627,TEMPORAL,True
What was the name of OSC Metalist 25 years after its opening?,Dzerzhinets Stadium,627,UNKNOWN,True
How many years after opening was the stadium renovated?,83,627,COUNT,True
When was second Launch Pad became operational?,5 May 2005,628,TEMPORAL,True
How many Launches did Satish Dhawan Space Centre (SDSC) completed?,83,628,COUNT,False
How many years after the first launch at the Satish Dhawan Space Centre did the first launch from its second launch pad occur?,26,628,COUNT,True
In what year did the first launch occur at the Satish Dhawan Space Centre?,1979,628,TEMPORAL,True
How many launch pads are at the Satish Dhawan Space Centre?,3,628,COUNT,False
Which year Satish Dhawan Space Centre named?,2002,628,TEMPORAL,True
How many Launch Pads are there?,3,628,COUNT,False
Which year is last launch?,1991,629,TEMPORAL,True
How many proton launchces?,63,629,COUNT,False
Which year is first launch?,1977,629,TEMPORAL,True
What year did the first launch from Site 200 occur?,1980,629,TEMPORAL,True
How many launches occurred at Site 200/40 in total?,63,629,COUNT,False
How many launch pads are at Site 200?,2,629,COUNT,False
What was the time difference between the first launch and the last launch at 200/39?,Almost 22 years,629,TEMPORAL,True
What was the time difference between the first and last launch at the site 200/40 site?,Almost 14 years,629,TEMPORAL,True
Which site had multiple associated rockets?,Site 200/39,629,UNKNOWN,False
what is the products of the West Stanley Pit?,coal,634,UNKNOWN,False
how many death occur in West Stanley Pit?,168,634,COUNT,False
what is the depth of West Stanley Pit?,163 fathoms 1882 disaster,634,UNKNOWN,False
How many deaths of West Stanley Pit?,13,634,COUNT,False
when did the inquest was occuring?,26 and 27 April 1882.,634,TEMPORAL,True
What is the depth of the disaster?,The depth of disaster is 163 fathoms.,634,UNKNOWN,False
What is the death rate in West Stanley Pit disaster?,Totally 13 deaths in West Stanley Pit disaster.,634,UNKNOWN,False
When was the last time that Blaze Riorden won a medal at the World Indoor Lacrosse Championship?,2019,642,TEMPORAL,True
How many years apart were the medals that Blaze Riorden won at the World Indoor Lacrosse Championship?,4 years,642,TEMPORAL,True
When was the most recent time that Blaze Riorden was an all star in the PLL?,2021,642,TEMPORAL,True
How many times did Blaze Riorden was won Oren Lyons Goalie of the Year from 2019?,3 Times,642,COUNT,True
How many titles did Blaze Riorden earn between 2016 and 2021?,9,642,COUNT,False
What was the age when Blaze Riorden won America East Defensive Player of the Year in 2016?,Age of 22,642,AGE,True
What league was Blaze Riorden playing for when he won the World Indoor Lacrosse Championship in Langley?,PLL,642,UNKNOWN,True
How many years ago Brandon Miller career started?,21 Years ago,644,TEMPORAL,True
How many times did Brandon Miller awarded Harry Lumley Trophy from 2008?,2 Times,644,COUNT,False
When was the first time that Brandon Miller was the Mann Cup Champion?,2002,644,TEMPORAL,True
How long was it between when Brandon Miller won the Harry Lumley Trophy the first time and the last time?,12 years,644,TEMPORAL,True
What was the age when Brandon Miller won NLL All-Star award in 2007?,Age of 28,644,AGE,True
What years did Brandon Miller win more than one award?,"2007, 2008, 2013, 2014",644,TEMPORAL,True
When was the most recent time that Brandon Miller was the Mann Cup Champion?,2014,644,TEMPORAL,True
When was the first time that Brandon Miller won the Harry Lumley Trophy?,2002,644,TEMPORAL,True
At what age did Brandon Miller earn a spot on the 2nd Team All-Pro?,34,644,AGE,True
When Dylon Molloy started his career?,2017,655,TEMPORAL,True
How long has Dylan Molloy been playing professionally?,5 years,655,TEMPORAL,True
How many years after winning the USILA player of the year did Dylan Molloy become a pro?,1,655,COUNT,True
How many teams did Dylan Molloy play for after graduating from Brown?,4,655,COUNT,False
How many awards did Dylan Molloy earn the year before he graduated from Brown?,2,655,COUNT,True
In 2016 what award Dylon Molloy got?,Tewarraton Award,655,UNKNOWN,False
How many years ago was Dylan Molloy the USILA Player of the Year?,6,655,COUNT,True
When was the first time that Frank Urso was an NCAA D-I Champion?,1975,656,TEMPORAL,True
When was the most recent time that Frank Urso was on the All-American team?,1976,656,TEMPORAL,True
How many times did Frank Urso won NCAA D-I Champion from 1973?,"2 Times (1973, 1975)",656,TEMPORAL,False
How many years before Frank Urso began his pro career was he inducted into the U.S. Lacrosse Hall of Fame?,6,656,COUNT,True
What years did Frank Urso earn more than one title?,"1974, 1975, 1976",656,TEMPORAL,True
How long after Frank Urso earned his first NCAA D-1 Champion title did he compete in the World Lacross Championship?,1 year,656,TEMPORAL,True
How many years ago did Frank Urso awarded Division I Player of the Year?,47 years ago,656,TEMPORAL,True
When was the last time that Frank Urso was the Midfielder of the Year?,1976,656,TEMPORAL,True
"Between 2011 and 2013, in which two cities did swimmer Alicia Coutts compete in the World Championships?",Shanghai and Barcelona,665,UNKNOWN,False
What year did Alicia Coutts win Olympic gold?,2012,665,TEMPORAL,True
How old was Alicia Coutts when she won her gold medal in the 2012 Olympics?,25 years old,665,TEMPORAL,True
What event did Alicia Coutts win the gold at the 2012 London Olympics?,4×100 m freestyle,665,UNKNOWN,False
What was age when Alicia Coutts won first gold medal in Pan Pacific Championships 2014?,27,665,AGE,True
How many gold medels won by Alicia Coutts in the Olympic Games 2012 ?,One,665,COUNT,False
"In 2010, how many gold medals did swimmer Alicia Coutts win at the Commonwealth Games?",5,665,COUNT,False
How many Pan Pacific Championships did swimmer Alicia Coutts compete in between 2010 and 2014?,2,665,COUNT,False
How old was Carolijn Brouwer when she first competed in the ISAF World Youth Championships?,18,668,AGE,True
What was the last year that Carolijn Brouwer won a gold medal in the World Championships?,1998,668,TEMPORAL,True
How old was Carolijn Brouwer when she won her last gold medal in the World Championships?,25 years old,668,TEMPORAL,True
What year did Carolijn Brouwer win a silver medal representing Belgium in the World CHampionships?,2007,668,TEMPORAL,True
How many gold medals won by Carolijn Brouwer in World Championships from 1996-1998?,Two,668,COUNT,False
What was the age when Carolijn Brouwer won first gold medal in ISAF World Youth Championships 1991?,Age of 18,668,AGE,True
How many years were there between Carolijn Brouwer competing for the Netherlands and Belgium?,6,668,COUNT,True
Which year did Charlotte Atkinson win the most of all medals combined?,2015,669,TEMPORAL,True
For how many different events did Charlotte Atkinson win silver medals?,6,669,COUNT,False
What year did Charlotte Atkinson win the most gold medals?,2015,669,TEMPORAL,True
What year did Charlotte Atkinson win her first bronze medal in the Island Games?,2011,669,TEMPORAL,True
How old was Charlotte Atkinson when she won the gold in the European Championships?,22 years old,669,TEMPORAL,True
How many years after winning a bronze medal in the Isle of Wight 200 m medley did Atkinson win a gold medal at the 2018 Glasgow 4×100 m mixed medley?,7,669,COUNT,True
In what year did Atkinson win the most gold medals?,2015,669,TEMPORAL,True
How old was Atkinson when she won her first gold medal?,15,669,AGE,True
How many bronze medals won by Claire Leroy in World Championships since 2004?,Three,671,COUNT,False
What was the age when Claire Leroy won first gold medal in 2007 World Championships?,Age of 27,671,AGE,True
How old was Claire Leroy When she won gold for the 2007 World Championships?,27 years old,671,TEMPORAL,True
How many years apart were there when Claire Leroy won her gold World Championships medals?,one,671,COUNT,True
When did Claire Leroy win her most recent World Championships medal?,2011,671,TEMPORAL,True
How many years did it take for Claire Leroy to win a gold medal after her first bronze medal?,3 years,671,TEMPORAL,True
How old was Claire Leroy when she won her first World Championships medal?,27,671,AGE,True
How many world championships gold titles of Heiko Kroeger?,8,677,COUNT,False
What year did Heiko Kroeger win a gold medal in the Olympics in Sydney?,2000,677,TEMPORAL,True
How many metre run in World championships titles?,2.4m,677,COUNT,False
How old was Heiko Kroeger when he won a gold medal in the 2000 Olympics?,34 years old,677,TEMPORAL,True
How many world championships silver titles of Heiko Kroeger?,6,677,COUNT,False
How many gold medals won by Heiko Kroeger in World Championships in Sailing from 2001?,Eight,677,COUNT,False
What was the age when Heiko Kroeger was won first gold in Paralympic Games 2000?,Age of 34,677,AGE,True
How many years did Heiko Kroeger have before getting another medal after his gold medal in the 2000 Olympics?,12 years,677,TEMPORAL,True
When was Marina Alabau's most recent appearance in the European Championships?,2012,688,TEMPORAL,True
What year did Marina Alabau play their first World Championships game in Women's sailboarding?,2009,688,TEMPORAL,True
What Olympic Games did Marina Alabau win a gold medal in?,2012 London,688,TEMPORAL,False
How old was Marina Alabau when she won gold in the 2012 Olympics?,27 years old,688,TEMPORAL,True
How many times has Marina Alabau won gold in Women's sailboarding in their lifetime?,7,688,COUNT,False
What event did Marina Alabau win the gold medal for in 2012 London Olympics?,RS:X,688,UNKNOWN,False
How many gold medals won by Marina Alabau in European Championships from 2007-2012?,Five,688,COUNT,False
What was the age when Marina Alabau  played in Olympic Games 2012?,Age of 27,688,AGE,True
How many years ago was Catch 22 published?,61,702,COUNT,True
The follow up to Catch-22 was published in what year?,1994,702,TEMPORAL,True
When was the book Catch-22 first published?,1961,702,TEMPORAL,True
How many years ago was Catch-22 published?,61 years,702,TEMPORAL,True
What year did the first edition hardback of Catch-22 release?,1961,702,TEMPORAL,True
When did Catch-22 received its publication date?,"November 10, 1961",702,TEMPORAL,True
Catch-22 was first printed when?,1961,702,UNKNOWN,True
How long between Quadri's highest rank and his silver and the Commonwealth games?,4 years,710,TEMPORAL,True
What year did Aruna Quadri achieve his highest ranking?,2022,710,TEMPORAL,True
How old was Aruna Quadri when he reached number 10?,33,710,AGE,True
How many months ago was Aruna Quadri's highest ranking?,one,710,COUNT,True
How old was Aruna Quadri when he won the silver in the 2018 Gold Coast Commonwealth Games?,30 years old,710,TEMPORAL,True
How old was Quadri when he won the sliver at the Commonwealth Games?,30,710,AGE,True
How many months are between Quadri's current rank and his highest rank?,1,710,COUNT,True
What year did Aruna Quadri win a silver medal in the Commonwealth Games?,2018,710,TEMPORAL,True
How many gold medals did Aruna Quadri win?,zero,710,COUNT,False
Which year founded in Valderøy Church?,1961,714,TEMPORAL,True
Which materials used build of church?,Stone/brick,714,UNKNOWN,False
When was Valderoy Church was founded?,1961,714,TEMPORAL,True
When was Valderoy Church was Consecrated?,29 July 1961,714,TEMPORAL,True
What is the capacity of  Valderoy Church?,530,714,UNKNOWN,False
How many years ago did Valderøy Church was consecrated?,61 years ago,714,TEMPORAL,True
What is the seating capacity of Valderøy Church in 2022?,530,714,UNKNOWN,False
How long was the Valen Chapel open after completion?,166 years,715,TEMPORAL,True
How many years was the Valen Chapel completed when it was consecrated?,242 years,715,TEMPORAL,True
How long has the church been open in total?,239 years,715,TEMPORAL,True
What was the age of the church when it was consecrated?,242 years old,715,TEMPORAL,True
What is the capacity of Valen kapell church?,50,715,UNKNOWN,False
When is Valen kapell church was found?,13th century,715,TEMPORAL,True
How old was the church when it intially closed?,166 years old,715,TEMPORAL,True
When Valen kapell  was closed?,1873-1949,715,TEMPORAL,True
How long did it take for the consecration of the Valen Chapel take from the time it was closed?,76 years,715,TEMPORAL,True
Which materials used built of church?,"brick, stone",719,UNKNOWN,False
How many days did All Hallows Twickenham was construction completed after ground breaking in 11 July 1939?,487 days,719,TEMPORAL,True
what is the length of All Hallows Twickenham?,35 m,719,UNKNOWN,False
What is the name of Former?,St Martin's Mission Twickenham,719,UNKNOWN,False
How many years ago did  All Hallows Twickenham was Designated as Grade I?,70 Years ago (1952),719,TEMPORAL,True
What year was the Palace of Westminster built?,1016,726,TEMPORAL,True
What year did the Palace of Westminster become a World Historical Site?,2008,726,TEMPORAL,True
How many years did it take to rebuild the Palace of Westminster?,36 years,726,TEMPORAL,True
How many years after its demolition did the rebuilding of the Palace of Westminster begin?,4,726,COUNT,True
How many years did it take to rebuild the Palace of Westminster?,36,726,COUNT,True
How many years takes to rebuild Palace of Westminster?,36 years,726,TEMPORAL,True
How old was Palace of Westminster?,1006 years,726,TEMPORAL,True
What is the offical name of Palace of Westminster when it was listed in UNESCO World Heritage Site 2008?,"Palace of Westminster, Westminster Abbey, and St Margaret's Church",726,UNKNOWN,True
How many years after it was built did the Palace of Westminister catch on fire?,822,726,COUNT,True
How old was Timoshenko when he began skating?,5,735,AGE,True
How many years after Timoshenko began skating did he win his first gold medeal?,14,735,COUNT,True
How many personal best scores did Timoshenko achieve a year before he retired?,3,735,COUNT,True
What nationality was Daria Timoshenko in 1987?,Russian,735,UNKNOWN,False
How many years did Daria Timoshenko skate for Azerbaijan?,6 years,735,TEMPORAL,True
How old was Daria Timoshenko when she began skating?,5,735,AGE,True
How many years did Daria Timoshenko skate before retiring?,21 years,735,TEMPORAL,True
What year did Daria Timoshenko win a gold medal in the World Junior Championships?,1999,735,TEMPORAL,True
What discipline has Gorshkova excelled at most?,Ice dancing,743,UNKNOWN,False
At what age did Gorshkovabegin skating?,5 years old,743,TEMPORAL,True
How many medals total did Gorshkova win?,Three,743,COUNT,False
How many years after winning a bronze medal at the World Junior Championships did Gorshkova achvieve a personal best score for  Comp. dance?,2,743,COUNT,True
What was the relationship status of Joe Biden in 1979?,Married to Jill Jocabs,743,UNKNOWN,False
How long after Gorshkova began skating did she win her first medal?,14 years,743,TEMPORAL,True
How many total years (terms) does Joe Biden hold as Chair of the Senate Foreign Relations Committee?,6 years (2 terms),743,TEMPORAL,True
How old was Kristina Gorshkova when she began skaing?,4 years old,743,TEMPORAL,True
. Who was Joe Biden married to when he was first elected to the Senate?,44 years,743,TEMPORAL,True
How old was Gorshkova when she won a gold medal?,22,743,AGE,True
How long after Kristina Gorshkova began skating did she win her first medal in the Junior Grand Prix Final?,14 years,743,TEMPORAL,True
What year did Kristina Gorshkova win a gold medal at the Winter Universiade?,2011,743,TEMPORAL,True
What was the age when Max Aaron began skating?,Age of 4,747,AGE,True
How many gold medals won by Max Aaron as team in World Team Trophy 2015?,One,747,COUNT,False
How many years after the second marriage did Joe Biden become POTUS?,44 years,747,TEMPORAL,True
. What was the relationship status of Joe Biden in 1979?,Married to Jill Jocabs,747,UNKNOWN,False
What positions did Joe Biden hold in 2008?,"The United States Senator from Delaware, Chair of the International Narcotics Control Caucus, Chair of Senate Foreign Relations Committee",747,UNKNOWN,False
How old was Aron when first began skating?,4,747,AGE,True
How long after achieving a personal best score for short program did Aron retire?,3 years,747,TEMPORAL,True
How old was Max Aaron when he began skating?,4 years old,747,TEMPORAL,True
How long did Max Aaron skate before he retired in 2018?,22 years,747,TEMPORAL,True
How many days ago did Max Aaron was retired?,1704 days ago,747,TEMPORAL,True
What was the time span between all medals that Shabalin won?,2000-01 and 2010,748,TEMPORAL,True
How many parties does Joe’s Biden’s is associated with in his entire lifetime?,one,748,COUNT,False
How many years after the second marriage did Joe Biden become POTUS?,44 years,748,TEMPORAL,True
What was Shabalin's age when he won his sole Olympic medal?,28,748,UNKNOWN,True
How many total coaches and partners has Shabalin had in his career?,Eight,748,COUNT,False
When did Maxim Shabalin last win a medal in the European Championships?,2010,748,TEMPORAL,True
When was the first time that Maxim Shabalin won a medal in the World Junior Championships?,2001,748,TEMPORAL,True
How old was Maxim Shabalin when he began skating?,5,748,AGE,True
What was age when Maxim Shabalin was began skating?,Age of 5 (1987),748,AGE,True
How many gold medals won by Maxim Shabalin in European Championships from 2007?,Two,748,COUNT,False
How long did the second renovation of the Birmingham–Jefferson Convention Complex take?,3 years,751,TEMPORAL,True
What is the name of  Birmingham–Jefferson Convention Complex in 1980?,Birmingham–Jefferson Civic Center,751,UNKNOWN,False
How many seats have Birmingham–Jefferson Convention Complex as on 2022?,4110 seats,751,COUNT,False
How many years did Birmingham–Jefferson Convention Complex was functional before Renovated in 2009?,37 Years,751,TEMPORAL,True
How long after the Birmingham–Jefferson Convention Complex was opened was it first renovated?,37 years,751,TEMPORAL,True
When was the first renovation of the Birmingham–Jefferson Convention Complex?,2009,751,TEMPORAL,True
How many years longer was the second renovation than the first of the Birmingham–Jefferson Convention Complex?,2,751,COUNT,True
What was the first date someone could enter the Birmingham–Jefferson Convention Complex?,1972,751,UNKNOWN,False
How long after Miloš Obrenović 's reign as Grand Vožd of Serbia ended did his second reign as Prince of Serbia begin?,41 years,765,TEMPORAL,True
How many years elapsed between reigns of Prince of Serbia for Miloš Obrenović I?,19 years,765,TEMPORAL,True
How many years was Miloš Obrenović I reign in which Karađorđe was his successor last?,2 years,765,TEMPORAL,True
How many years ago did Miloš Obrenović I was died?,207 Years ago,765,TEMPORAL,True
How many years before his death did Miloš Obrenović I begin his second reign as the Prince of Serbia?,2,765,COUNT,True
How much longer was Miloš Obrenović 's first reign as Prince of Serbia and his reign as Grand Vožd of Serbia?,20 years,765,TEMPORAL,True
How many years did Bev Francis was debuted his first match?,39 Years ago,778,TEMPORAL,True
How long was the career of Bev Francis?,8 years,778,TEMPORAL,True
How long was Bev Francis's professional career?,8 years,778,TEMPORAL,True
How many years after her best win did Bev Francis retire?,4 years,778,TEMPORAL,True
How old was Bev Francis when she made her pro-debut in 1983?,28 years old,778,TEMPORAL,True
How old was Bev Francis when she turned pro?,28,778,AGE,True
What was the age when Bev Francis was retired from his career?,Age of 36,778,AGE,True
How many years between Bev Francis Pro-debut in 1983 and her best win?,4 years,778,TEMPORAL,True
How many individual starts did Brit Pettersen not earn a podium?,28,781,COUNT,False
How many years after turning 18 did Pettersen win a gold medal at the Junior World Championships?,1,781,COUNT,True
How many years were between Pettersen's first gold medal and his last?,4,781,COUNT,True
How many medals did Pettersen win the first year of his World Cup Career?,2,781,COUNT,True
In Britt Pettersen's career how many times did she fail to get a team win?,one,781,COUNT,False
What year did Brit Pettersen make her World Cup appearance?,1982,781,TEMPORAL,True
How many years did Brit Pettersen attend the World Cup?,7,781,COUNT,True
How many gold medals did Brit Pettersen win in relay races?,two,781,COUNT,False
What Olympic Games did Brit Pettersen win gold in 1984?,Sarajevo,781,UNKNOWN,False
How many gold medals won by Henrieta Farkašová in 2010 Paralympic Games?,Three,791,COUNT,False
What year did Henrieta Farkašová win a bronze medal in the Sochi Olympics?,2014,791,TEMPORAL,True
What event did Henrieta Farkašová win her bronze medal in 2014 Sochi Olympics?,Slalom,791,UNKNOWN,False
How old was Henrieta Farkašová when she won a gold medal in the 2022 Olympics?,36 years old,791,TEMPORAL,True
How many gold medals won by Henrieta Farkašová in IPC Alpine Skiing World Championships from 2009?,17,791,COUNT,False
When was the most recent date that Henrieta Farkašová won a medal in the World Championships?,2021,791,TEMPORAL,True
When was the first time that Henrieta Farkašová won a medal in any competition?,2009,791,TEMPORAL,True
When was the first time that Henrieta Farkašová won a gold medal in the World Championships?,2009,791,TEMPORAL,True
How many gold medals won by Henrieta Farkašová in Paralympic Games from 2010?,11,791,COUNT,False
What was the age when Henrieta Farkašová was first played in IPC Alpine Skiing World Championships 2009?,Age of 23,791,AGE,True
In how many different Paralympic Games has Henrieta Farkašová competed in?,4,791,COUNT,False
In which Paralympic Games did Henrieta Farkašová  win the least amount of medals?,Beijing,791,UNKNOWN,False
What year did Henrieta Farkašová win her first gold medal in the Paralympic Games?,2010,791,TEMPORAL,True
How old was Henrieta Farkašová when she won her last gold medal in the 2022 Beijing Games?,36 years old,791,TEMPORAL,True
What event did Henrieta Farkašová win a bronze medal in 2011 Sestriere?,Team event,791,UNKNOWN,False
How many medals did  Kaija Parve-Helinurm win the last year of her World Cup Career?,1,793,COUNT,True
In what year did  Kaija Parve-Helinurm the most medals?,1985,793,TEMPORAL,True
What year did Kaija Parve win her last gold medal in the World Championships?,1988,793,TEMPORAL,True
How many medals did Kaija Parve win during the 1985 World Championships?,3,793,COUNT,False
How many years in a row did Kaija Parve win a gold medal in the Women's biathlon?,5,793,COUNT,True
How old was Kaija Parve when she went to her first World Cup?,20 years old,793,TEMPORAL,True
How old was Kaija Parve when she won her last gold medal in the 1988 Chamonix World Championships?,24 years old,793,TEMPORAL,True
How old was Marja-Liisa Kirvesniemi when she first won an Olympic gold medal?,29,804,AGE,True
When was the age when Marja-Liisa Kirvesniemi won first gold medal in 1978 World Championships?,Age of 23,804,UNKNOWN,True
How many medals won by Marja-Liisa Kirvesniemi in Olympic games since 1984?,7 (3 Gold + 4 Bronze),804,COUNT,False
How many times did Marja-Liisa Kirvesniemi compete in a team event and not get a podium?,7 times,804,COUNT,False
Did Marja-Liisa Kirvesniemi first win a gold medal in the Olympics or the World Championships?,World Championships,804,UNKNOWN,False
How old was Marja-Liisa Kirvesniemi when she got divorced?,56,804,AGE,True
How many years was Marja-Liisa Kirvesniemi married to Harri Kirvesniemi?,27 years,804,TEMPORAL,True
How many gold medals won by Marja-Liisa Kirvesniemi in 1989 World Championships?,Two,804,COUNT,False
How many years did Melissa L. Coates work professionally?,18 years,806,TEMPORAL,True
How many days ago did Melissa L. Coates was died?,551 days ago,806,TEMPORAL,True
What was the age when Melissa L. Coates retired from Wrestling?,Age of 49,806,AGE,True
How many years did Melissa L. Coates played Professional Wrestling?,24 Years,806,TEMPORAL,True
How long after Melissa Coates retired did she pass away?,1 year,806,TEMPORAL,True
What age was Melissa Coates when she debuted at the IFBB Jan Tana Classic?,25,806,AGE,True
How many years after retiring did Melissa L. Coates die?,1 year,806,TEMPORAL,True
How old was Melissa L. Coates when her professional career started?,31,806,AGE,True
